ランク,所属コード,上位ランク,0,部門名称,開始世代,終了世代,コード1,コード2,コード3,コード4,コード5,コード6,コード7,コード8,コード9,名称1,名称2,名称3,名称4,名称5,名称6,名称7,名称8,名称9,所属名称,略称,備考,給与専用,所属コード,総表示順位
4,30042000,3,30040000,付（大阪駐在）,64,9999,2,298,711,3332,0,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（大阪駐在）,,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（大阪駐在）,事業開発本部ＢＩ局付（大阪駐在）,,0,30042000,271
4,30043000,3,30040000,付（出向休職）,64,9999,2,298,711,3333,0,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職）,事業開発本部ＢＩ局付（出向休職）,,0,30043000,272
5,30043001,4,30043000,（澤田設計事務所）,64,9999,2,298,711,3333,868,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,（澤田設計事務所）,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職） （澤田設計事務所）,事業開発本部ＢＩ局付（出向休職）（澤田設計事務所）,,0,30043001,273
5,30043002,4,30043000,（顧客時間）,64,9999,2,298,711,3333,869,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,（顧客時間）,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職） （顧客時間）,事業開発本部ＢＩ局付（出向休職）（顧客時間）,,0,30043002,274
5,30043003,4,30043000,（ＬＧＢＴ総合研究所）,64,9999,2,298,711,3333,870,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,（ＬＧＢＴ総合研究所）,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職） （ＬＧＢＴ総合研究所）,事業開発本部ＢＩ局付（出向休職）（ＬＧＢＴ総研）,,0,30043003,275
5,30043004,4,30043000,（エンゲージング・ファーム）,64,9999,2,298,711,3333,871,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,（エンゲージング・ファーム）,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職） （エンゲージング・ファーム）,事業開発本部ＢＩ局付（出向休職）（エンファ）,,0,30043004,276
5,30043005,4,30043000,（博報堂ＤＹホールディングス）,64,9999,2,298,711,3333,879,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,（博報堂ＤＹホールディングス）,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職） （博報堂ＤＹホールディングス）,事業開発本部ＢＩ局付（出向休職）（ＨＣ）,,0,30043005,277
5,30043006,4,30043000,（博報堂ＤＹベンチャーズ）,64,9999,2,298,711,3333,881,0,0,0,0,株式会社  大広,事業開発本部,ビジネスインキュベーション局,付（出向休職）,（博報堂ＤＹベンチャーズ）,,,,,株式会社  大広 事業開発本部 ビジネスインキュベーション局 付（出向休職） （博報堂ＤＹベンチャーズ）,事業開発本部ＢＩ局付（出向休職）（ベンチャーズ）,,0,30043006,278
2,16000000,1,00000001,ＢＡ統括本部,64,9999,2,299,0,0,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,,,,,,,,株式会社  大広 ＢＡ統括本部,ＢＡ統括本部,,0,16000000,279
3,16020000,2,16000000,ＢＡ統括局,64,9999,2,299,712,0,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局,ＢＡ統括本部ＢＡ統括局,,0,16020000,280
4,16020001,3,16020000,付,64,9999,2,299,712,3347,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,付,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 付,ＢＡ統括本部ＢＡ統括局付,,0,16020001,281
4,16021000,3,16020000,統括チーム,64,9999,2,299,712,3335,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,統括チーム,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 統括チーム,ＢＡ統括本部ＢＡ統括局統括チーム,,0,16021000,282
5,16022000,4,16021000,（大阪駐在）,64,9999,2,299,712,3335,872,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,統括チーム,（大阪駐在）,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 統括チーム （大阪駐在）,ＢＡ統括本部ＢＡ統括局統括チーム（大阪駐在）,,0,16022000,283
4,16020002,3,16020000,付（博報堂ＤＹホールディングス出向）,64,9999,2,299,712,3336,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,付（博報堂ＤＹホールディングス出向）,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 付（博報堂ＤＹホールディングス出向）,ＢＡ統括本部ＢＡ統括局付（ＨＣ出向）,,0,16020002,284
4,16020005,3,16020000,付（プロモエッジ出向）,64,9999,2,299,712,3337,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,付（プロモエッジ出向）,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 付（プロモエッジ出向）,ＢＡ統括本部ＢＡ統括局付（プロモエッジ出向）,,0,16020005,285
4,16022500,3,16020000,付（出向休職）,64,9999,2,299,712,3338,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,付（出向休職）,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 付（出向休職）,ＢＡ統括本部ＢＡ統括局付（出向休職）,,0,16022500,286
5,16022502,4,16022500,（大広ＯＮＥＳ）,64,9999,2,299,712,3338,873,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ統括局,付（出向休職）,（大広ＯＮＥＳ）,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ統括局 付（出向休職） （大広ＯＮＥＳ）,ＢＡ統括本部ＢＡ統括局付（出向休職）（ＯＮＥＳ）,,0,16022502,287
3,16040000,2,16000000,ＢＡ人材開発局,64,9999,2,299,713,0,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ人材開発局,,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ人材開発局,ＢＡ統括本部ＢＡ人材開発局,,0,16040000,288
4,16041000,3,16040000,東京キャリアデザインチーム,64,9999,2,299,713,3339,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ人材開発局,東京キャリアデザインチーム,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ人材開発局 東京キャリアデザインチーム,ＢＡ統括本部ＢＡ人材開発局東京キャリアデザインＴ,,0,16041000,289
5,16042000,4,16041000,（名古屋駐在）,64,9999,2,299,713,3339,874,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ人材開発局,東京キャリアデザインチーム,（名古屋駐在）,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ人材開発局 東京キャリアデザインチーム （名古屋駐在）,ＢＡ統括本部ＢＡ人材開発局東京ＣＤＴ（名古屋駐在）,,0,16042000,290
4,16043000,3,16040000,大阪キャリアデザインチーム,64,9999,2,299,713,3340,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ人材開発局,大阪キャリアデザインチーム,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ人材開発局 大阪キャリアデザインチーム,ＢＡ統括本部ＢＡ人材開発局大阪キャリアデザインＴ,,0,16043000,291
4,16044000,3,16040000,ナレッジマネジメントチーム,64,9999,2,299,713,3341,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ人材開発局,ナレッジマネジメントチーム,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ人材開発局 ナレッジマネジメントチーム,ＢＡ統括本部ＢＡ人材開発局ナレッジマネジメントＴ,,0,16044000,292
4,16046000,3,16040000,広報チーム,64,9999,2,299,713,3342,0,0,0,0,0,株式会社  大広,ＢＡ統括本部,ＢＡ人材開発局,広報チーム,,,,,,株式会社  大広 ＢＡ統括本部 ＢＡ人材開発局 広報チーム,ＢＡ統括本部ＢＡ人材開発局広報チーム,,0,16046000,293
4,00004100,1,00000001,大阪衛生委員会,2,9999,2,0,0,1553,0,0,0,0,0,株式会社  大広,,,大阪衛生委員会,,,,,,株式会社  大広 大阪衛生委員会,大阪衛生委員会,,0,00004100,294
4,00004101,1,00000001,東京衛生委員会,2,9999,2,0,0,1554,0,0,0,0,0,株式会社  大広,,,東京衛生委員会,,,,,,株式会社  大広 東京衛生委員会,東京衛生委員会,,0,00004101,295
4,00004159,1,00000001,東京衛生委員会（芝公園オフィス）,60,9999,2,0,0,3076,0,0,0,0,0,株式会社  大広,,,東京衛生委員会（芝公園オフィス）,,,,,,株式会社  大広 東京衛生委員会（芝公園オフィス）,東京衛生委員会（芝公園オフィス）,,0,00004159,296
4,00004102,1,00000001,名古屋衛生委員会,2,9999,2,0,0,1555,0,0,0,0,0,株式会社  大広,,,名古屋衛生委員会,,,,,,株式会社  大広 名古屋衛生委員会,名古屋衛生委員会,,0,00004102,297
4,00004160,1,00000001,ハラスメント対策委員会,60,9999,2,0,0,3077,0,0,0,0,0,株式会社  大広,,,ハラスメント対策委員会,,,,,,株式会社  大広 ハラスメント対策委員会,ハラスメント対策委員会,,0,00004160,298
5,00004161,4,00004160,ハラスメント相談窓口,60,9999,2,0,0,3077,772,0,0,0,0,株式会社  大広,,,ハラスメント対策委員会,ハラスメント相談窓口,,,,,株式会社  大広 ハラスメント対策委員会 ハラスメント相談窓口,ハラスメント相談窓口,,0,00004161,299
5,00004162,4,00004160,セクシャル・ハラスメント相談窓口,60,9999,2,0,0,3077,773,0,0,0,0,株式会社  大広,,,ハラスメント対策委員会,セクシャル・ハラスメント相談窓口,,,,,株式会社  大広 ハラスメント対策委員会 セクシャル・ハラスメント相談窓口,セクシャル・ハラスメント相談窓口,,0,00004162,300
4,00004105,1,00000001,コンプライアンス委員会,20,9999,2,0,0,1867,0,0,0,0,0,株式会社  大広,,,コンプライアンス委員会,,,,,,株式会社  大広 コンプライアンス委員会,コンプライアンス委員会,,0,00004105,301
4,00004132,1,00000001,ワークライフバランス推進委員会,40,9999,2,0,0,2160,0,0,0,0,0,株式会社  大広,,,ワークライフバランス推進委員会,,,,,,株式会社  大広 ワークライフバランス推進委員会,ワークライフバランス推進委員会,,0,00004132,302
4,00004136,1,00000001,現業取引リスク管理委員会,45,9999,2,0,0,2408,0,0,0,0,0,株式会社  大広,,,現業取引リスク管理委員会,,,,,,株式会社  大広 現業取引リスク管理委員会,現業取引リスク管理委員会,,0,00004136,303
4,00004137,1,00000001,Ｅ．Ｒ．委員会,45,9999,2,0,0,2409,0,0,0,0,0,株式会社  大広,,,Ｅ．Ｒ．委員会,,,,,,株式会社  大広 Ｅ．Ｒ．委員会,Ｅ．Ｒ．委員会,,0,00004137,304
4,00004148,1,00000001,情報セキュリティ委員会,52,9999,2,0,0,2623,0,0,0,0,0,株式会社  大広,,,情報セキュリティ委員会,,,,,,株式会社  大広 情報セキュリティ委員会,情報セキュリティ委員会,,0,00004148,305
4,00004152,1,00000001,ＨＤＹグループ戦略推進プロジェクト,56,9999,2,0,0,2856,0,0,0,0,0,株式会社  大広,,,ＨＤＹグループ戦略推進プロジェクト,,,,,,株式会社  大広 ＨＤＹグループ戦略推進プロジェクト,ＨＤＹグループ戦略推進プロジェクト,,0,00004152,306
4,00004156,1,00000001,ビジネス再開計画委員会,60,9999,2,0,0,3072,0,0,0,0,0,株式会社  大広,,,ビジネス再開計画委員会,,,,,,株式会社  大広 ビジネス再開計画委員会,ビジネス再開計画委員会,,0,00004156,307
4,00004157,1,00000001,防災委員会,60,9999,2,0,0,3073,0,0,0,0,0,株式会社  大広,,,防災委員会,,,,,,株式会社  大広 防災委員会,防災委員会,,0,00004157,308
4,00004158,1,00000001,長時間労働対策委員会,60,9999,2,0,0,3075,0,0,0,0,0,株式会社  大広,,,長時間労働対策委員会,,,,,,株式会社  大広 長時間労働対策委員会,長時間労働対策委員会,,0,00004158,309
4,00004163,1,00000001,女性が心おきなく活躍する職場創りＰＪ（COCO-PJ）,60,9999,2,0,0,3078,0,0,0,0,0,株式会社  大広,,,女性が心おきなく活躍する職場創りＰＪ（COCO-PJ）,,,,,,株式会社  大広 女性が心おきなく活躍する職場創りＰＪ（COCO-PJ）,女性が心おきなく活躍する職場創りＰＪ（COCO-PJ）,,0,00004163,310
4,00004164,1,00000001,自衛消防隊,60,9999,2,0,0,3079,0,0,0,0,0,株式会社  大広,,,自衛消防隊,,,,,,株式会社  大広 自衛消防隊,自衛消防隊,,0,00004164,311
4,00004167,1,00000001,ＤＡＤ推進プロジェクト,61,9999,2,0,0,3116,0,0,0,0,0,株式会社  大広,,,ＤＡＤ推進プロジェクト,,,,,,株式会社  大広 ＤＡＤ推進プロジェクト,ＤＡＤ推進プロジェクト,,0,00004167,312
4,00004168,1,00000001,次世代ロールモデル研究プロジェクト,62,9999,2,0,0,3153,0,0,0,0,0,株式会社  大広,,,次世代ロールモデル研究プロジェクト,,,,,,株式会社  大広 次世代ロールモデル研究プロジェクト,次世代ロールモデル研究プロジェクト,,0,00004168,313
4,00004169,1,00000001,東京新オフィス検討プロジェクト,63,9999,2,0,0,3161,0,0,0,0,0,株式会社  大広,,,東京新オフィス検討プロジェクト,,,,,,株式会社  大広 東京新オフィス検討プロジェクト,東京新オフィス検討プロジェクト,,0,00004169,314
4,00004170,1,00000001,ウエルネスセンター推進プロジェクト,63,9999,2,0,0,3163,0,0,0,0,0,株式会社  大広,,,ウエルネスセンター推進プロジェクト,,,,,,株式会社  大広 ウエルネスセンター推進プロジェクト,ウエルネスセンター推進プロジェクト,,0,00004170,315
4,00004171,1,00000001,ＥＣゼネコン推進プロジェクト,63,9999,2,0,0,3164,0,0,0,0,0,株式会社  大広,,,ＥＣゼネコン推進プロジェクト,,,,,,株式会社  大広 ＥＣゼネコン推進プロジェクト,ＥＣゼネコン推進プロジェクト,,0,00004171,316
4,00004150,1,00000001,営収向上推進委員会,54,9999,2,0,0,2683,0,0,0,0,0,株式会社  大広,,,営収向上推進委員会,,,,,,株式会社  大広 営収向上推進委員会,営収向上推進委員会,,0,00004150,317
4,00004166,1,00000001,地方創生ビジネス推進プロジェクト,61,9999,2,0,0,3115,0,0,0,0,0,株式会社  大広,,,地方創生ビジネス推進プロジェクト,,,,,,株式会社  大広 地方創生ビジネス推進プロジェクト,地方創生ビジネス推進プロジェクト,,0,00004166,318
4,00004165,1,00000001,海外人材プールプログラムプロジェクト,61,9999,2,0,0,3110,0,0,0,0,0,株式会社  大広,,,海外人材プールプログラムプロジェクト,,,,,,株式会社  大広 海外人材プールプログラムプロジェクト,海外人材プールプログラムプロジェクト,,0,00004165,319
4,00004107,1,00000001,コーポレート機能検討プロジェクト,22,9999,2,0,0,1912,0,0,0,0,0,株式会社  大広,,,コーポレート機能検討プロジェクト,,,,,,株式会社  大広 コーポレート機能検討プロジェクト,コーポレート機能検討プロジェクト,,0,00004107,320
4,00004120,1,00000001,個人情報保護強化委員会,34,9999,2,0,0,2094,0,0,0,0,0,株式会社  大広,,,個人情報保護強化委員会,,,,,,株式会社  大広 個人情報保護強化委員会,個人情報保護強化委員会,,0,00004120,321
4,00004121,1,00000001,クロスメディアビジネス推進プロジェクト,35,9999,2,0,0,2106,0,0,0,0,0,株式会社  大広,,,クロスメディアビジネス推進プロジェクト,,,,,,株式会社  大広 クロスメディアビジネス推進プロジェクト,クロスメディアビジネス推進プロジェクト,,0,00004121,322
4,00004123,1,00000001,ＭＣＸプロジェクト,35,9999,2,0,0,2108,0,0,0,0,0,株式会社  大広,,,ＭＣＸプロジェクト,,,,,,株式会社  大広 ＭＣＸプロジェクト,ＭＣＸプロジェクト,,0,00004123,323
4,00004126,1,00000001,ロイヤルティマーケティング推進プロジェクト,36,9999,2,0,0,2129,0,0,0,0,0,株式会社  大広,,,ロイヤルティマーケティング推進プロジェクト,,,,,,株式会社  大広 ロイヤルティマーケティング推進プロジェクト,ロイヤルティマーケティング推進プロジェクト,,0,00004126,324
4,00004127,1,00000001,ブランドビジネス推進プロジェクト,36,9999,2,0,0,2130,0,0,0,0,0,株式会社  大広,,,ブランドビジネス推進プロジェクト,,,,,,株式会社  大広 ブランドビジネス推進プロジェクト,ブランドビジネス推進プロジェクト,,0,00004127,325
4,00004128,1,00000001,ビジネス開発委員会,36,9999,2,0,0,2131,0,0,0,0,0,株式会社  大広,,,ビジネス開発委員会,,,,,,株式会社  大広 ビジネス開発委員会,ビジネス開発委員会,,0,00004128,326
4,00004131,1,00000001,ちびファミラボプロジェクト,46,9999,2,0,0,2411,0,0,0,0,0,株式会社  大広,,,ちびファミラボプロジェクト,,,,,,株式会社  大広 ちびファミラボプロジェクト,ちびファミラボプロジェクト,,0,00004131,327
4,00004134,1,00000001,２７５（ＴＳＵ・ＮＡ・ＧＯ）プロジェクト,41,9999,2,0,0,2202,0,0,0,0,0,株式会社  大広,,,２７５（ＴＳＵ・ＮＡ・ＧＯ）プロジェクト,,,,,,株式会社  大広 ２７５（ＴＳＵ・ＮＡ・ＧＯ）プロジェクト,２７５（ＴＳＵ・ＮＡ・ＧＯ）プロジェクト,,0,00004134,328
4,00004135,1,00000001,Ｒ＆Ｄコミッティー委員会,45,9999,2,0,0,2407,0,0,0,0,0,株式会社  大広,,,Ｒ＆Ｄコミッティー委員会,,,,,,株式会社  大広 Ｒ＆Ｄコミッティー委員会,Ｒ＆Ｄコミッティー委員会,,0,00004135,329
4,00004138,1,00000001,ダイレクトマーケティング事業推進プロジェクト,36,9999,2,0,0,2128,0,0,0,0,0,株式会社  大広,,,ダイレクトマーケティング事業推進プロジェクト,,,,,,株式会社  大広 ダイレクトマーケティング事業推進プロジェクト,ダイレクトマーケティング事業推進プロジェクト,,0,00004138,330
4,00004139,1,00000001,大阪セールス・タスクフォース・プロジェクト,45,9999,2,0,0,2410,0,0,0,0,0,株式会社  大広,,,大阪セールス・タスクフォース・プロジェクト,,,,,,株式会社  大広 大阪セールス・タスクフォース・プロジェクト,大阪セールス・タスクフォース・プロジェクト,,0,00004139,331
4,00004140,1,00000001,プロジェクト２０１４プロジェクト,46,9999,2,0,0,2412,0,0,0,0,0,株式会社  大広,,,プロジェクト２０１４プロジェクト,,,,,,株式会社  大広 プロジェクト２０１４プロジェクト,プロジェクト２０１４プロジェクト,,0,00004140,332
4,00004141,1,00000001,非マスメディアの収益改善プロジェクト,46,9999,2,0,0,2413,0,0,0,0,0,株式会社  大広,,,非マスメディアの収益改善プロジェクト,,,,,,株式会社  大広 非マスメディアの収益改善プロジェクト,非マスメディアの収益改善プロジェクト,,0,00004141,333
4,00004142,1,00000001,国内グループ会社ＨＥＮ導入プロジェクト,46,9999,2,0,0,2416,0,0,0,0,0,株式会社  大広,,,国内グループ会社ＨＥＮ導入プロジェクト,,,,,,株式会社  大広 国内グループ会社ＨＥＮ導入プロジェクト,国内グループ会社ＨＥＮ導入プロジェクト,,0,00004142,334
4,00004143,1,00000001,名古屋支社移転プロジェクト,46,9999,2,0,0,2423,0,0,0,0,0,株式会社  大広,,,名古屋支社移転プロジェクト,,,,,,株式会社  大広 名古屋支社移転プロジェクト,名古屋支社移転プロジェクト,,0,00004143,335
4,00004144,1,00000001,「にんプリ」プロジェクト,47,9999,2,0,0,2481,0,0,0,0,0,株式会社  大広,,,「にんプリ」プロジェクト,,,,,,株式会社  大広 「にんプリ」プロジェクト,「にんプリ」プロジェクト,,0,00004144,336
4,00004145,1,00000001,ＥＣ推進プロジェクト,47,9999,2,0,0,2482,0,0,0,0,0,株式会社  大広,,,ＥＣ推進プロジェクト,,,,,,株式会社  大広 ＥＣ推進プロジェクト,ＥＣ推進プロジェクト,,0,00004145,337
4,00004172,1,00000001,現場業務改善推進委員会,64,9999,2,0,0,3348,0,0,0,0,0,株式会社  大広,,,現場業務改善推進委員会,,,,,,株式会社  大広 現場業務改善推進委員会,現場業務改善推進委員会,,0,00004172,338
4,00004173,1,00000001,働き方改革委員会,64,9999,2,0,0,3349,0,0,0,0,0,株式会社  大広,,,働き方改革委員会,,,,,,株式会社  大広 働き方改革委員会,働き方改革委員会,,0,00004173,339
4,00004146,1,00000001,デジタルビジネス推進プロジェクト,49,9999,2,0,0,2500,0,0,0,0,0,株式会社  大広,,,デジタルビジネス推進プロジェクト,,,,,,株式会社  大広 デジタルビジネス推進プロジェクト,デジタルビジネス推進プロジェクト,,0,00004146,340
4,00004147,1,00000001,ダイレクトマーケティング総合研究所,52,9999,2,0,0,2618,0,0,0,0,0,株式会社  大広,,,ダイレクトマーケティング総合研究所,,,,,,株式会社  大広 ダイレクトマーケティング総合研究所,ダイレクトマーケティング総合研究所,,0,00004147,341
4,00004149,1,00000001,プロフィット＆コスト・マネジメントプロジェクト,52,9999,2,0,0,2624,0,0,0,0,0,株式会社  大広,,,プロフィット＆コスト・マネジメントプロジェクト,,,,,,株式会社  大広 プロフィット＆コスト・マネジメントプロジェクト,プロフィット＆コスト・マネジメントプロジェクト,,0,00004149,342
4,00004151,1,00000001,アクティベーションセンター推進プロジェクト,55,9999,2,0,0,2853,0,0,0,0,0,株式会社  大広,,,アクティベーションセンター推進プロジェクト,,,,,,株式会社  大広 アクティベーションセンター推進プロジェクト,アクティベーションセンター推進プロジェクト,,0,00004151,343
4,00004153,1,00000001,プロモーションビジネス推進プロジェクト,56,9999,2,0,0,2857,0,0,0,0,0,株式会社  大広,,,プロモーションビジネス推進プロジェクト,,,,,,株式会社  大広 プロモーションビジネス推進プロジェクト,プロモーションビジネス推進プロジェクト,,0,00004153,344
4,00004154,1,00000001,マイナンバー委員会,59,9999,2,0,0,2920,0,0,0,0,0,株式会社  大広,,,マイナンバー委員会,,,,,,株式会社  大広 マイナンバー委員会,マイナンバー委員会,,0,00004154,345
4,00004155,1,00000001,ダイレクトマーケティングコンサルティングＰＪ,60,9999,2,0,0,3070,0,0,0,0,0,株式会社  大広,,,ダイレクトマーケティングコンサルティングＰＪ,,,,,,株式会社  大広 ダイレクトマーケティングコンサルティングＰＪ,ダイレクトマーケティングコンサルティングＰＪ,,0,00004155,346
